Memory Length,4000,
Trigger Level,1.67899e+00,
Source,CH1,
Probe,10.0X,
Vertical Units,V,
Vertical Scale,2.00000e+00,
Vertical Position,-4.00000e+00,
Horizontal Units,S,
Horizontal Scale,1.00000e-04,
Horizontal Position,4.0000000e-04,
Horizontal Mode,Main,
Sampling Period,4.00000e-07,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
-4.000000e-4,3.28e+0,
-3.996000e-4,3.28e+0,
-3.992000e-4,3.28e+0,
-3.988000e-4,3.28e+0,
-3.984000e-4,3.28e+0,
-3.980000e-4,3.36e+0,
-3.976000e-4,3.36e+0,
-3.972000e-4,3.28e+0,
-3.968000e-4,3.28e+0,
-3.964000e-4,3.36e+0,
-3.960000e-4,3.36e+0,
-3.956000e-4,3.28e+0,
-3.952000e-4,3.28e+0,
-3.948000e-4,3.28e+0,
-3.944000e-4,3.28e+0,
-3.940000e-4,3.36e+0,
-3.936000e-4,3.36e+0,
-3.932000e-4,3.28e+0,
-3.928000e-4,3.28e+0,
-3.924000e-4,3.28e+0,
-3.920000e-4,3.28e+0,
-3.916000e-4,3.28e+0,
-3.912000e-4,3.28e+0,
-3.908000e-4,3.28e+0,
-3.904000e-4,3.28e+0,
-3.900000e-4,3.28e+0,
-3.896000e-4,3.28e+0,
-3.892000e-4,3.28e+0,
-3.888000e-4,3.28e+0,
-3.884000e-4,3.28e+0,
-3.880000e-4,3.28e+0,
-3.876000e-4,3.28e+0,
-3.872000e-4,3.28e+0,
-3.868000e-4,3.28e+0,
-3.864000e-4,3.28e+0,
-3.860000e-4,3.36e+0,
-3.856000e-4,3.36e+0,
-3.852000e-4,3.36e+0,
-3.848000e-4,3.36e+0,
-3.844000e-4,3.28e+0,
-3.840000e-4,3.28e+0,
-3.836000e-4,3.36e+0,
-3.832000e-4,3.36e+0,
-3.828000e-4,3.36e+0,
-3.824000e-4,3.36e+0,
-3.820000e-4,3.36e+0,
-3.816000e-4,3.36e+0,
